,date,location,location_name,value
0,2021-05-22,33,New Hampshire,6
1,2021-05-20,20,Kansas,29
2,2021-05-18,30,Montana,16
3,2021-05-17,29,Missouri,45
4,2021-05-17,32,Nevada,41
5,2021-05-15,31,Nebraska,7
6,2021-05-13,33,New Hampshire,7
7,2021-05-12,23,Maine,17
8,2021-05-11,02,Alaska,2
9,2021-05-10,33,New Hampshire,10
10,2021-05-10,44,Rhode Island,10
11,2021-05-08,31,Nebraska,8
12,2021-05-06,16,Idaho,11
13,2021-05-05,16,Idaho,12
14,2021-05-04,16,Idaho,13
15,2021-05-04,38,North Dakota,9
16,2021-05-03,02,Alaska,5
17,2021-05-02,25,Massachusetts,52
18,2021-05-01,31,Nebraska,13
19,2021-04-29,31,Nebraska,15
20,2021-04-29,50,Vermont,3
21,2021-04-28,19,Iowa,34
22,2021-04-26,19,Iowa,39
23,2021-04-23,44,Rhode Island,10
24,2021-04-22,44,Rhode Island,9
25,2021-04-21,19,Iowa,37
26,2021-04-20,02,Alaska,7
27,2021-04-19,56,Wyoming,4
28,2021-04-18,33,New Hampshire,17
29,2021-04-18,72,Puerto Rico,56
30,2021-04-17,16,Idaho,14
31,2021-04-16,19,Iowa,29
32,2021-04-16,30,Montana,13
33,2021-04-14,19,Iowa,42
34,2021-04-13,09,Connecticut,80
35,2021-04-13,15,Hawaii,6
36,2021-04-13,56,Wyoming,10
37,2021-04-12,32,Nevada,40
38,2021-04-10,56,Wyoming,5
39,2021-04-08,02,Alaska,2
40,2021-04-08,53,Washington,52
41,2021-04-07,15,Hawaii,4
42,2021-04-07,38,North Dakota,13
43,2021-04-06,33,New Hampshire,15
44,2021-04-05,22,Louisiana,53
45,2021-04-04,02,Alaska,3
46,2021-04-04,38,North Dakota,9
47,2021-04-02,02,Alaska,2
48,2021-04-02,37,North Carolina,104
49,2021-04-01,09,Connecticut,85
50,2021-04-01,15,Hawaii,7
51,2021-04-01,23,Maine,10
52,2021-03-31,02,Alaska,9
53,2021-03-31,35,New Mexico,18
54,2021-03-30,02,Alaska,7
55,2021-03-29,28,Mississippi,27
56,2021-03-29,38,North Dakota,5
57,2021-03-28,30,Montana,8
58,2021-03-27,25,Massachusetts,96
59,2021-03-27,54,West Virginia,29
60,2021-03-26,35,New Mexico,18
61,2021-03-25,30,Montana,12
62,2021-03-25,31,Nebraska,11
63,2021-03-23,09,Connecticut,90
64,2021-03-23,35,New Mexico,17
65,2021-03-16,23,Maine,8
66,2021-02-22,22,Louisiana,79
67,2021-02-17,44,Rhode Island,14
68,2021-02-12,32,Nevada,91
69,2021-02-04,09,Connecticut,131
70,2021-02-01,21,Kentucky,304
71,2021-01-25,25,Massachusetts,224
72,2021-01-19,20,Kansas,110
73,2021-01-19,46,South Dakota,10
74,2021-01-16,28,Mississippi,113
75,2021-01-12,05,Arkansas,189
76,2021-01-12,27,Minnesota,92
77,2021-01-12,32,Nevada,154
78,2021-01-09,44,Rhode Island,33
79,2021-01-08,27,Minnesota,98
80,2021-01-07,44,Rhode Island,34
81,2021-01-06,44,Rhode Island,29
82,2021-01-05,44,Rhode Island,40
83,2020-12-31,72,Puerto Rico,33
84,2020-12-30,44,Rhode Island,41
85,2020-12-29,27,Minnesota,116
86,2020-12-29,44,Rhode Island,27
87,2020-12-28,49,Utah,81
88,2020-12-16,41,Oregon,79
89,2020-12-09,18,Indiana,403
90,2020-10-15,50,Vermont,0
91,2020-10-14,78,Virgin Islands,0
92,2020-10-13,51,Virginia,69
93,2020-10-12,78,Virgin Islands,0
94,2020-10-10,54,West Virginia,17
95,2020-10-08,50,Vermont,0
96,2020-10-07,78,Virgin Islands,0
97,2020-10-05,78,Virgin Islands,0
98,2020-10-04,78,Virgin Islands,0
99,2020-10-02,78,Virgin Islands,0
100,2020-09-30,78,Virgin Islands,0
101,2020-09-30,50,Vermont,0
102,2020-09-29,78,Virgin Islands,0
103,2020-09-28,78,Virgin Islands,0
104,2020-09-27,54,West Virginia,14
105,2020-09-25,78,Virgin Islands,0
106,2020-09-21,78,Virgin Islands,0
107,2020-09-21,50,Vermont,0
108,2020-09-20,78,Virgin Islands,0
109,2020-09-09,50,Vermont,0
110,2020-09-08,78,Virgin Islands,0
111,2020-09-07,02,Alaska,3
112,2020-09-01,44,Rhode Island,2
113,2020-08-28,50,Vermont,1
114,2020-08-27,50,Vermont,1
115,2020-08-26,02,Alaska,5
116,2020-08-24,78,Virgin Islands,3
117,2020-08-23,50,Vermont,1
118,2020-08-22,78,Virgin Islands,1
119,2020-08-21,78,Virgin Islands,0
120,2020-08-20,31,Nebraska,16
121,2020-08-19,78,Virgin Islands,0
122,2020-08-17,10,Delaware,3
123,2020-08-16,33,New Hampshire,28
124,2020-08-14,78,Virgin Islands,1
125,2020-08-07,78,Virgin Islands,0
126,2020-08-01,50,Vermont,1
127,2020-07-30,78,Virgin Islands,0
128,2020-07-28,31,Nebraska,4
129,2020-07-27,31,Nebraska,4
130,2020-07-25,46,South Dakota,2
131,2020-07-23,16,Idaho,16
132,2020-07-22,09,Connecticut,3
133,2020-07-14,33,New Hampshire,1
134,2022-04-19,56,Wyoming,0
135,2022-04-18,60,American Samoa,0
136,2022-04-18,49,Utah,9
137,2022-04-18,54,West Virginia,11
138,2022-04-16,60,American Samoa,0
139,2022-04-15,60,American Samoa,1
140,2022-04-15,78,Virgin Islands,0
141,2022-04-14,60,American Samoa,2
142,2022-04-13,60,American Samoa,17
143,2022-04-13,78,Virgin Islands,0
144,2022-04-12,02,Alaska,7
145,2022-04-12,78,Virgin Islands,1
146,2022-04-12,56,Wyoming,0
147,2022-04-10,60,American Samoa,0
148,2022-04-10,78,Virgin Islands,0
149,2022-04-09,78,Virgin Islands,1
150,2022-04-09,53,Washington,29
151,2022-04-08,50,Vermont,7
152,2022-04-07,60,American Samoa,0
153,2022-04-07,78,Virgin Islands,1
154,2022-04-06,60,American Samoa,0
155,2022-04-05,78,Virgin Islands,0
156,2022-04-04,60,American Samoa,3
157,2022-04-03,60,American Samoa,4
158,2022-04-01,60,American Samoa,3
159,2022-04-01,49,Utah,5
160,2022-03-31,60,American Samoa,5
161,2022-03-30,49,Utah,11
162,2022-03-29,60,American Samoa,3
163,2022-03-29,78,Virgin Islands,0
164,2022-03-28,60,American Samoa,1
165,2022-03-27,60,American Samoa,2
166,2022-03-26,60,American Samoa,1
167,2022-03-25,60,American Samoa,3
168,2022-03-24,78,Virgin Islands,0
169,2022-03-23,60,American Samoa,0
170,2022-03-23,44,Rhode Island,4
171,2022-03-22,78,Virgin Islands,1
172,2022-03-21,60,American Samoa,4
173,2022-03-21,78,Virgin Islands,0
174,2022-03-20,60,American Samoa,2
175,2022-03-19,50,Vermont,6
176,2022-03-18,60,American Samoa,1
177,2022-03-18,78,Virgin Islands,0
178,2022-03-17,60,American Samoa,1
179,2022-03-16,78,Virgin Islands,0
180,2022-03-15,60,American Samoa,3
181,2022-03-15,78,Virgin Islands,0
182,2022-03-14,60,American Samoa,0
183,2022-03-13,02,Alaska,2
184,2022-03-13,60,American Samoa,1
185,2022-03-13,78,Virgin Islands,0
186,2022-03-12,60,American Samoa,1
187,2022-03-11,78,Virgin Islands,1
188,2022-03-10,60,American Samoa,1
189,2022-03-10,78,Virgin Islands,0
190,2022-03-09,60,American Samoa,0
191,2022-03-08,78,Virgin Islands,1
192,2022-03-07,60,American Samoa,1
193,2022-03-07,50,Vermont,1
194,2022-03-06,60,American Samoa,0
195,2022-03-05,02,Alaska,4
196,2022-03-05,60,American Samoa,2
197,2022-03-05,78,Virgin Islands,0
198,2022-03-04,60,American Samoa,4
199,2022-03-03,78,Virgin Islands,0
200,2022-03-02,60,American Samoa,1
201,2022-03-02,78,Virgin Islands,0
202,2022-03-01,60,American Samoa,0
203,2022-02-28,78,Virgin Islands,0
204,2022-02-27,60,American Samoa,0
205,2022-02-27,78,Virgin Islands,1
206,2022-02-26,60,American Samoa,0
207,2022-02-26,78,Virgin Islands,0
208,2022-02-25,60,American Samoa,0
209,2022-02-25,78,Virgin Islands,0
210,2022-02-24,60,American Samoa,0
211,2022-02-23,78,Virgin Islands,0
212,2022-02-22,60,American Samoa,0
213,2022-02-22,78,Virgin Islands,0
214,2022-02-21,60,American Samoa,0
215,2022-02-20,78,Virgin Islands,0
216,2022-02-19,60,American Samoa,0
217,2022-02-19,78,Virgin Islands,0
218,2022-02-18,60,American Samoa,0
219,2022-02-18,78,Virgin Islands,1
220,2022-02-17,60,American Samoa,0
221,2022-02-16,60,American Samoa,0
222,2022-02-15,78,Virgin Islands,0
223,2022-02-14,60,American Samoa,0
224,2022-02-14,78,Virgin Islands,0
225,2022-02-13,60,American Samoa,0
226,2022-02-12,78,Virgin Islands,0
227,2022-02-11,60,American Samoa,0
228,2022-02-11,78,Virgin Islands,0
229,2022-02-10,60,American Samoa,0
230,2022-02-10,78,Virgin Islands,1
231,2022-02-09,60,American Samoa,0
232,2022-02-08,60,American Samoa,0
233,2022-02-07,78,Virgin Islands,1
234,2022-02-06,60,American Samoa,0
235,2022-02-06,78,Virgin Islands,0
236,2022-02-04,78,Virgin Islands,0
237,2022-02-03,78,Virgin Islands,0
238,2022-02-02,78,Virgin Islands,2
239,2022-01-31,60,American Samoa,0
240,2022-01-30,50,Vermont,11
241,2022-01-29,78,Virgin Islands,0
242,2022-01-28,60,American Samoa,0
243,2022-01-27,78,Virgin Islands,4
244,2022-01-26,60,American Samoa,0
245,2022-01-26,78,Virgin Islands,5
246,2022-01-25,78,Virgin Islands,4
247,2022-01-23,60,American Samoa,0
248,2022-01-22,78,Virgin Islands,2
249,2022-01-21,78,Virgin Islands,5
250,2022-01-20,60,American Samoa,0
251,2022-01-18,78,Virgin Islands,0
252,2022-01-17,78,Virgin Islands,2
253,2022-01-14,78,Virgin Islands,2
254,2022-01-13,78,Virgin Islands,2
255,2022-01-11,78,Virgin Islands,2
256,2022-01-10,60,American Samoa,0
257,2022-01-09,60,American Samoa,0
258,2022-01-08,60,American Samoa,0
259,2022-01-07,60,American Samoa,0
260,2022-01-06,78,Virgin Islands,2
261,2022-01-05,60,American Samoa,0
262,2022-01-04,60,American Samoa,0
263,2022-01-02,10,Delaware,91
264,2021-12-29,11,District of Columbia,101
265,2021-12-29,50,Vermont,10
266,2021-12-27,10,Delaware,70
267,2021-12-21,11,District of Columbia,42
268,2021-12-19,30,Montana,22
269,2021-12-09,08,Colorado,190
270,2021-12-07,78,Virgin Islands,1
271,2021-12-05,16,Idaho,33
272,2021-12-03,09,Connecticut,84
273,2021-11-29,35,New Mexico,75
274,2021-11-26,16,Idaho,36
275,2021-11-26,35,New Mexico,63
276,2021-11-25,44,Rhode Island,15
277,2021-11-21,35,New Mexico,84
278,2021-11-16,11,District of Columbia,5
279,2021-11-15,19,Iowa,97
280,2021-11-14,72,Puerto Rico,5
281,2021-11-11,15,Hawaii,9
282,2021-11-09,11,District of Columbia,4
283,2021-11-06,10,Delaware,18
284,2021-11-05,16,Idaho,48
285,2021-11-04,38,North Dakota,35
286,2021-11-03,33,New Hampshire,30
287,2021-11-03,35,New Mexico,68
288,2021-11-01,16,Idaho,44
289,2021-10-31,08,Colorado,175
290,2021-10-31,32,Nevada,81
291,2021-10-30,44,Rhode Island,4
292,2021-10-29,44,Rhode Island,5
293,2021-10-27,16,Idaho,38
294,2021-10-26,09,Connecticut,25
295,2021-10-26,44,Rhode Island,12
296,2021-10-25,44,Rhode Island,3
297,2021-10-24,30,Montana,78
298,2021-10-24,44,Rhode Island,5
299,2021-10-21,09,Connecticut,35
300,2021-10-21,28,Mississippi,38
301,2021-10-19,25,Massachusetts,61
302,2021-10-16,11,District of Columbia,6
303,2021-10-16,35,New Mexico,35
304,2021-10-16,72,Puerto Rico,0
305,2021-10-15,44,Rhode Island,5
306,2021-10-11,15,Hawaii,7
307,2021-10-11,30,Montana,118
308,2021-10-08,33,New Hampshire,27
309,2021-10-05,23,Maine,16
310,2021-10-05,33,New Hampshire,13
311,2021-10-03,72,Puerto Rico,8
312,2021-09-30,15,Hawaii,18
313,2021-09-28,25,Massachusetts,80
314,2021-09-28,50,Vermont,11
315,2021-09-27,35,New Mexico,39
316,2021-09-25,33,New Hampshire,14
317,2021-09-21,25,Massachusetts,73
318,2021-09-20,72,Puerto Rico,3
319,2021-09-19,35,New Mexico,44
320,2021-09-15,38,North Dakota,26
321,2021-09-12,33,New Hampshire,19
322,2021-09-11,33,New Hampshire,16
323,2021-09-07,33,New Hampshire,25
324,2021-09-06,09,Connecticut,37
325,2021-09-06,44,Rhode Island,6
326,2021-09-04,44,Rhode Island,9
327,2021-09-02,38,North Dakota,22
328,2021-08-31,25,Massachusetts,73
329,2021-08-31,38,North Dakota,19
330,2021-08-25,30,Montana,50
331,2021-08-23,35,New Mexico,63
332,2021-08-22,35,New Mexico,69
333,2021-08-22,44,Rhode Island,10
334,2021-08-21,37,North Carolina,349
335,2021-08-21,44,Rhode Island,13
336,2021-08-18,02,Alaska,17
337,2021-08-17,25,Massachusetts,76
338,2021-08-17,33,New Hampshire,13
339,2021-08-16,15,Hawaii,67
340,2021-08-16,38,North Dakota,14
341,2021-08-14,16,Idaho,48
342,2021-08-14,33,New Hampshire,10
343,2021-08-13,05,Arkansas,216
344,2021-08-11,33,New Hampshire,15
345,2021-08-10,16,Idaho,49
346,2021-08-10,25,Massachusetts,69
347,2021-08-10,38,North Dakota,9
348,2021-08-09,72,Puerto Rico,18
349,2021-08-08,46,South Dakota,15
350,2021-08-05,05,Arkansas,157
351,2021-08-05,23,Maine,6
352,2021-08-04,11,District of Columbia,7
353,2021-08-03,25,Massachusetts,45
354,2021-08-03,33,New Hampshire,3
355,2021-08-03,56,Wyoming,12
356,2021-08-02,09,Connecticut,42
357,2021-08-02,45,South Carolina,144
358,2021-08-01,11,District of Columbia,5
359,2021-07-31,15,Hawaii,18
360,2021-07-30,44,Rhode Island,1
361,2021-07-28,41,Oregon,40
362,2021-07-27,49,Utah,53
363,2021-07-26,46,South Dakota,8
364,2021-07-24,35,New Mexico,18
365,2021-07-24,49,Utah,53
366,2021-07-23,72,Puerto Rico,1
367,2021-07-17,11,District of Columbia,1
368,2021-07-14,38,North Dakota,3
369,2021-07-10,32,Nevada,90
370,2021-07-10,44,Rhode Island,0
371,2021-07-09,44,Rhode Island,0
372,2021-07-08,23,Maine,4
373,2021-06-30,25,Massachusetts,9
374,2021-06-25,20,Kansas,18
375,2021-06-24,23,Maine,4
376,2021-06-16,72,Puerto Rico,3
377,2021-06-12,25,Massachusetts,17
378,2021-06-10,41,Oregon,17
379,2021-06-08,02,Alaska,2
380,2021-06-08,25,Massachusetts,19
381,2021-06-05,02,Alaska,2
382,2021-06-03,16,Idaho,16
383,2021-06-03,44,Rhode Island,1
384,2021-06-02,46,South Dakota,4
385,2021-06-01,44,Rhode Island,2
386,2021-05-30,16,Idaho,8
387,2021-05-30,72,Puerto Rico,1
388,2021-05-29,23,Maine,6
389,2021-05-29,44,Rhode Island,0
390,2021-05-27,35,New Mexico,26
391,2021-05-27,44,Rhode Island,5
392,2021-05-26,44,Rhode Island,6
393,2021-05-25,46,South Dakota,1
394,2021-05-24,44,Rhode Island,4
395,2023-03-12,78,Virgin Islands,0
396,2023-03-11,60,American Samoa,0
397,2023-03-11,54,West Virginia,15
398,2023-03-10,78,Virgin Islands,0
399,2023-03-09,60,American Samoa,0
400,2023-03-07,78,Virgin Islands,0
401,2023-03-06,60,American Samoa,0
402,2023-03-06,78,Virgin Islands,2
403,2023-03-04,60,American Samoa,0
404,2023-03-03,78,Virgin Islands,1
405,2023-03-02,78,Virgin Islands,0
406,2023-03-01,60,American Samoa,0
407,2023-02-28,78,Virgin Islands,0
408,2023-02-27,60,American Samoa,0
409,2023-02-27,78,Virgin Islands,0
410,2023-02-26,60,American Samoa,0
411,2023-02-26,78,Virgin Islands,0
412,2023-02-24,60,American Samoa,0
413,2023-02-23,78,Virgin Islands,0
414,2023-02-22,78,Virgin Islands,0
415,2023-02-21,60,American Samoa,0
416,2023-02-19,60,American Samoa,0
417,2023-02-19,78,Virgin Islands,0
418,2023-02-18,60,American Samoa,0
419,2023-02-18,78,Virgin Islands,0
420,2023-02-16,60,American Samoa,0
421,2023-02-15,78,Virgin Islands,1
422,2023-02-13,60,American Samoa,0
423,2023-02-11,60,American Samoa,0
424,2023-02-11,78,Virgin Islands,0
425,2023-02-10,60,American Samoa,0
426,2023-02-10,78,Virgin Islands,1
427,2023-02-08,60,American Samoa,0
428,2023-02-05,60,American Samoa,0
429,2023-02-03,60,American Samoa,0
430,2023-02-02,60,American Samoa,0
431,2023-01-31,60,American Samoa,0
432,2023-01-28,60,American Samoa,0
433,2023-01-26,60,American Samoa,0
434,2023-01-25,60,American Samoa,0
435,2023-01-25,78,Virgin Islands,0
436,2023-01-23,60,American Samoa,0
437,2023-01-20,60,American Samoa,0
438,2023-01-18,60,American Samoa,0
439,2023-01-15,60,American Samoa,0
440,2023-01-12,60,American Samoa,0
441,2023-01-09,60,American Samoa,0
442,2023-01-07,60,American Samoa,0
443,2023-01-02,60,American Samoa,0
444,2023-01-01,60,American Samoa,0
445,2022-12-30,60,American Samoa,0
446,2022-12-28,60,American Samoa,0
447,2022-12-27,60,American Samoa,0
448,2022-12-25,60,American Samoa,0
449,2022-12-23,60,American Samoa,0
450,2022-12-22,60,American Samoa,0
451,2022-12-19,78,Virgin Islands,0
452,2022-12-18,78,Virgin Islands,0
453,2022-12-16,78,Virgin Islands,1
454,2022-12-15,78,Virgin Islands,0
455,2022-12-14,78,Virgin Islands,1
456,2022-12-13,60,American Samoa,0
457,2022-12-13,78,Virgin Islands,1
458,2022-12-12,60,American Samoa,0
459,2022-12-10,02,Alaska,9
460,2022-12-10,60,American Samoa,0
461,2022-12-10,78,Virgin Islands,0
462,2022-12-09,60,American Samoa,0
463,2022-12-08,78,Virgin Islands,0
464,2022-12-07,60,American Samoa,0
465,2022-12-07,78,Virgin Islands,0
466,2022-12-06,60,American Samoa,0
467,2022-12-06,50,Vermont,9
468,2022-12-05,60,American Samoa,0
469,2022-12-05,78,Virgin Islands,0
470,2022-12-04,60,American Samoa,0
471,2022-12-03,78,Virgin Islands,1
472,2022-12-02,60,American Samoa,0
473,2022-12-02,78,Virgin Islands,0
474,2022-12-01,60,American Samoa,0
475,2022-11-30,78,Virgin Islands,0
476,2022-11-29,60,American Samoa,1
477,2022-11-29,78,Virgin Islands,0
478,2022-11-28,60,American Samoa,0
479,2022-11-27,60,American Samoa,0
480,2022-11-27,78,Virgin Islands,0
481,2022-11-26,60,American Samoa,0
482,2022-11-26,78,Virgin Islands,0
483,2022-11-26,53,Washington,60
484,2022-11-25,78,Virgin Islands,0
485,2022-11-24,60,American Samoa,0
486,2022-11-24,78,Virgin Islands,0
487,2022-11-21,02,Alaska,4
488,2022-11-21,60,American Samoa,0
489,2022-11-21,78,Virgin Islands,0
490,2022-11-20,60,American Samoa,0
491,2022-11-19,78,Virgin Islands,1
492,2022-11-18,60,American Samoa,0
493,2022-11-18,50,Vermont,11
494,2022-11-17,02,Alaska,3
495,2022-11-16,60,American Samoa,0
496,2022-11-16,78,Virgin Islands,0
497,2022-11-15,60,American Samoa,1
498,2022-11-15,78,Virgin Islands,0
499,2022-11-14,04,Arizona,135
500,2022-11-13,60,American Samoa,0
501,2022-11-13,78,Virgin Islands,0
502,2022-11-12,78,Virgin Islands,0
503,2022-11-10,60,American Samoa,0
504,2022-11-10,78,Virgin Islands,1
505,2022-11-09,60,American Samoa,0
506,2022-11-09,78,Virgin Islands,0
507,2022-11-08,60,American Samoa,0
508,2022-11-07,60,American Samoa,0
509,2022-11-07,78,Virgin Islands,0
510,2022-11-06,02,Alaska,9
511,2022-11-04,60,American Samoa,0
512,2022-11-04,78,Virgin Islands,0
513,2022-11-03,44,Rhode Island,8
514,2022-11-01,60,American Samoa,0
515,2022-11-01,78,Virgin Islands,0
516,2022-10-30,60,American Samoa,0
517,2022-10-28,60,American Samoa,0
518,2022-10-28,50,Vermont,2
519,2022-10-27,02,Alaska,4
520,2022-10-26,78,Virgin Islands,0
521,2022-10-25,60,American Samoa,0
522,2022-10-25,78,Virgin Islands,0
523,2022-10-24,02,Alaska,8
524,2022-10-24,54,West Virginia,33
525,2022-10-23,60,American Samoa,0
526,2022-10-23,78,Virgin Islands,0
527,2022-10-22,78,Virgin Islands,1
528,2022-10-21,54,West Virginia,24
529,2022-10-20,60,American Samoa,0
530,2022-10-20,78,Virgin Islands,1
531,2022-10-19,02,Alaska,4
532,2022-10-18,78,Virgin Islands,1
533,2022-10-17,60,American Samoa,0
534,2022-10-17,78,Virgin Islands,1
535,2022-10-17,56,Wyoming,5
536,2022-10-14,60,American Samoa,0
537,2022-10-14,78,Virgin Islands,0
538,2022-10-13,05,Arkansas,17
539,2022-10-12,78,Virgin Islands,0
540,2022-10-11,60,American Samoa,0
541,2022-10-11,78,Virgin Islands,0
542,2022-10-11,56,Wyoming,1
543,2022-10-09,60,American Samoa,0
544,2022-10-09,78,Virgin Islands,0
545,2022-10-08,78,Virgin Islands,0
546,2022-10-07,02,Alaska,5
547,2022-10-06,02,Alaska,8
548,2022-10-06,60,American Samoa,0
549,2022-10-06,78,Virgin Islands,1
550,2022-10-05,78,Virgin Islands,0
551,2022-10-04,60,American Samoa,0
552,2022-10-04,50,Vermont,8
553,2022-10-03,60,American Samoa,0
554,2022-10-03,78,Virgin Islands,0
555,2022-09-30,02,Alaska,7
556,2022-09-30,60,American Samoa,0
557,2022-09-30,78,Virgin Islands,0
558,2022-09-30,56,Wyoming,8
559,2022-09-28,78,Virgin Islands,0
560,2022-09-27,60,American Samoa,0
561,2022-09-27,78,Virgin Islands,0
562,2022-09-26,02,Alaska,7
563,2022-09-26,56,Wyoming,5
564,2022-09-25,60,American Samoa,0
565,2022-09-25,78,Virgin Islands,1
566,2022-09-24,78,Virgin Islands,0
567,2022-09-22,02,Alaska,6
568,2022-09-22,60,American Samoa,0
569,2022-09-22,78,Virgin Islands,1
570,2022-09-21,60,American Samoa,0
571,2022-09-20,78,Virgin Islands,4
572,2022-09-19,60,American Samoa,0
573,2022-09-19,78,Virgin Islands,0
574,2022-09-19,56,Wyoming,5
575,2022-09-17,78,Virgin Islands,1
576,2022-09-16,60,American Samoa,0
577,2022-09-16,78,Virgin Islands,2
578,2022-09-15,60,American Samoa,0
579,2022-09-15,54,West Virginia,46
580,2022-09-14,60,American Samoa,0
581,2022-09-14,78,Virgin Islands,1
582,2022-09-13,60,American Samoa,0
583,2022-09-11,02,Alaska,9
584,2022-09-11,60,American Samoa,0
585,2022-09-11,78,Virgin Islands,0
586,2022-09-11,56,Wyoming,4
587,2022-09-09,78,Virgin Islands,0
588,2022-09-08,60,American Samoa,0
589,2022-09-08,78,Virgin Islands,0
590,2022-09-07,02,Alaska,13
591,2022-09-07,56,Wyoming,4
592,2022-09-06,60,American Samoa,0
593,2022-09-06,78,Virgin Islands,2
594,2022-09-05,60,American Samoa,1
595,2022-09-03,02,Alaska,10
596,2022-09-03,60,American Samoa,0
597,2022-09-03,78,Virgin Islands,1
598,2022-09-02,60,American Samoa,0
599,2022-09-01,78,Virgin Islands,1
600,2022-08-31,60,American Samoa,0
601,2022-08-31,78,Virgin Islands,0
602,2022-08-31,56,Wyoming,5
603,2022-08-30,78,Virgin Islands,1
604,2022-08-29,60,American Samoa,0
605,2022-08-29,78,Virgin Islands,1
606,2022-08-28,02,Alaska,14
607,2022-08-27,78,Virgin Islands,1
608,2022-08-26,60,American Samoa,0
609,2022-08-26,78,Virgin Islands,1
610,2022-08-25,60,American Samoa,0
611,2022-08-24,78,Virgin Islands,1
612,2022-08-23,60,American Samoa,0
613,2022-08-23,78,Virgin Islands,3
614,2022-08-22,60,American Samoa,0
615,2022-08-22,50,Vermont,6
616,2022-08-21,78,Virgin Islands,0
617,2022-08-21,56,Wyoming,3
618,2022-08-19,78,Virgin Islands,1
619,2022-08-18,60,American Samoa,1
620,2022-08-18,78,Virgin Islands,0
621,2022-08-17,60,American Samoa,0
622,2022-08-16,78,Virgin Islands,1
623,2022-08-15,60,American Samoa,0
624,2022-08-15,78,Virgin Islands,3
625,2022-08-14,60,American Samoa,0
626,2022-08-14,78,Virgin Islands,3
627,2022-08-13,60,American Samoa,0
628,2022-08-13,78,Virgin Islands,2
629,2022-08-12,60,American Samoa,0
630,2022-08-11,78,Virgin Islands,1
631,2022-08-10,60,American Samoa,0
632,2022-08-10,78,Virgin Islands,0
633,2022-08-09,60,American Samoa,0
634,2022-08-08,78,Virgin Islands,2
635,2022-08-07,60,American Samoa,0
636,2022-08-07,78,Virgin Islands,0
637,2022-08-06,60,American Samoa,1
638,2022-08-06,78,Virgin Islands,0
639,2022-08-05,60,American Samoa,0
640,2022-08-05,78,Virgin Islands,0
641,2022-08-04,60,American Samoa,0
642,2022-08-03,78,Virgin Islands,0
643,2022-08-02,60,American Samoa,0
644,2022-08-02,78,Virgin Islands,0
645,2022-08-01,60,American Samoa,0
646,2022-07-31,78,Virgin Islands,0
647,2022-07-30,60,American Samoa,0
648,2022-07-30,78,Virgin Islands,1
649,2022-07-29,60,American Samoa,0
650,2022-07-29,78,Virgin Islands,3
651,2022-07-28,78,Virgin Islands,1
652,2022-07-27,60,American Samoa,0
653,2022-07-26,78,Virgin Islands,0
654,2022-07-25,78,Virgin Islands,3
655,2022-07-24,60,American Samoa,2
656,2022-07-23,78,Virgin Islands,1
657,2022-07-22,60,American Samoa,1
658,2022-07-22,78,Virgin Islands,1
659,2022-07-21,60,American Samoa,1
660,2022-07-21,78,Virgin Islands,0
661,2022-07-20,60,American Samoa,0
662,2022-07-20,78,Virgin Islands,0
663,2022-07-19,60,American Samoa,0
664,2022-07-18,78,Virgin Islands,3
665,2022-07-17,60,American Samoa,3
666,2022-07-17,78,Virgin Islands,0
667,2022-07-16,60,American Samoa,7
668,2022-07-15,78,Virgin Islands,0
669,2022-07-14,78,Virgin Islands,0
670,2022-07-13,78,Virgin Islands,2
671,2022-07-12,78,Virgin Islands,0
672,2022-07-11,60,American Samoa,11
673,2022-07-10,56,Wyoming,7
674,2022-07-09,60,American Samoa,0
675,2022-07-09,78,Virgin Islands,2
676,2022-07-08,60,American Samoa,1
677,2022-07-07,78,Virgin Islands,4
678,2022-07-06,60,American Samoa,1
679,2022-07-06,78,Virgin Islands,2
680,2022-07-05,60,American Samoa,2
681,2022-07-05,78,Virgin Islands,1
682,2022-07-04,60,American Samoa,2
683,2022-07-04,78,Virgin Islands,0
684,2022-07-03,60,American Samoa,6
685,2022-07-02,78,Virgin Islands,2
686,2022-07-01,78,Virgin Islands,0
687,2022-06-30,60,American Samoa,2
688,2022-06-29,78,Virgin Islands,0
689,2022-06-28,60,American Samoa,2
690,2022-06-28,78,Virgin Islands,0
691,2022-06-27,60,American Samoa,2
692,2022-06-27,78,Virgin Islands,1
693,2022-06-26,60,American Samoa,0
694,2022-06-26,78,Virgin Islands,2
695,2022-06-25,60,American Samoa,2
696,2022-06-24,49,Utah,51
697,2022-06-23,60,American Samoa,1
698,2022-06-23,78,Virgin Islands,1
699,2022-06-22,60,American Samoa,0
700,2022-06-21,78,Virgin Islands,1
701,2022-06-20,60,American Samoa,1
702,2022-06-20,78,Virgin Islands,0
703,2022-06-19,60,American Samoa,0
704,2022-06-19,54,West Virginia,22
705,2022-06-18,60,American Samoa,0
706,2022-06-18,78,Virgin Islands,2
707,2022-06-17,60,American Samoa,0
708,2022-06-15,02,Alaska,5
709,2022-06-15,60,American Samoa,1
710,2022-06-15,78,Virgin Islands,0
711,2022-06-14,60,American Samoa,2
712,2022-06-13,78,Virgin Islands,3
713,2022-06-12,60,American Samoa,0
714,2022-06-12,78,Virgin Islands,0
715,2022-06-11,60,American Samoa,0
716,2022-06-11,50,Vermont,9
