,date,location,location_name,value
46227,2022-07-19,11,District of Columbia,20
46228,2022-07-22,02,Alaska,14
46229,2022-06-10,44,Rhode Island,12
46230,2022-06-28,42,Pennsylvania,183
46231,2022-10-27,56,Wyoming,6
46232,2022-06-08,15,Hawaii,33
46233,2022-09-08,42,Pennsylvania,196
46234,2022-09-10,27,Minnesota,50
46235,2022-08-09,42,Pennsylvania,224
46236,2022-08-28,39,Ohio,208
46237,2022-08-07,15,Hawaii,25
46238,2022-11-26,10,Delaware,18
46239,2022-10-26,47,Tennessee,51
46240,2022-11-22,29,Missouri,99
46241,2022-08-04,08,Colorado,72
46242,2022-05-31,16,Idaho,17
46243,2022-11-30,48,Texas,328
46244,2022-06-28,44,Rhode Island,0
46245,2022-11-29,15,Hawaii,14
46246,2022-05-28,13,Georgia,74
46247,2022-10-01,39,Ohio,139
46248,2022-12-03,25,Massachusetts,108
46249,2022-11-01,47,Tennessee,51
46250,2022-11-07,28,Mississippi,8
46251,2022-08-27,16,Idaho,15
46252,2022-10-07,33,New Hampshire,17
46253,2024-02-11,08,Colorado,34
46254,2022-09-25,18,Indiana,56
46255,2022-10-30,24,Maryland,49
46256,2022-10-28,22,Louisiana,44
46257,2024-02-07,13,Georgia,105
46258,2022-07-07,16,Idaho,27
46259,2022-12-02,45,South Carolina,40
46260,2022-06-12,26,Michigan,106
46261,2022-08-04,35,New Mexico,26
46262,2022-06-20,34,New Jersey,109
46263,2022-12-01,47,Tennessee,76
46264,2022-07-06,45,South Carolina,94
46265,2022-11-28,54,West Virginia,22
46266,2022-04-30,32,Nevada,18
46267,2022-06-26,25,Massachusetts,93
46268,2022-05-04,39,Ohio,89
46269,2022-08-05,37,North Carolina,162
46270,2022-05-17,19,Iowa,36
46271,2022-07-28,50,Vermont,6
46272,2022-09-12,01,Alabama,78
46273,2022-05-19,41,Oregon,38
46274,2022-11-12,34,New Jersey,154
46275,2022-06-21,44,Rhode Island,7
46276,2022-05-25,50,Vermont,10
46277,2022-07-22,17,Illinois,243
46278,2022-09-20,12,Florida,375
46279,2022-06-26,53,Washington,103
46280,2022-08-16,48,Texas,496
46281,2022-05-22,27,Minnesota,54
46282,2022-04-23,17,Illinois,77
46283,2022-07-25,08,Colorado,80
46284,2022-07-29,25,Massachusetts,113
46285,2022-11-27,39,Ohio,205
46286,2022-10-21,24,Maryland,60
46287,2022-07-14,02,Alaska,12
46288,2022-04-25,45,South Carolina,19
46289,2022-09-21,45,South Carolina,46
46290,2022-10-04,01,Alabama,30
46291,2024-02-12,28,Mississippi,25
46292,2024-02-06,16,Idaho,13
46293,2022-05-03,55,Wisconsin,61
46294,2022-08-03,08,Colorado,71
46295,2022-11-05,46,South Dakota,10
46296,2022-04-24,25,Massachusetts,73
46297,2022-11-03,50,Vermont,6
46298,2022-05-25,47,Tennessee,45
46299,2024-02-06,53,Washington,59
46300,2022-11-04,15,Hawaii,14
46301,2022-07-19,24,Maryland,104
46302,2022-08-21,12,Florida,480
46303,2024-02-14,18,Indiana,48
46304,2022-05-03,35,New Mexico,8
46305,2022-08-15,21,Kentucky,119
46306,2022-05-15,45,South Carolina,44
46307,2022-11-27,18,Indiana,110
46308,2022-06-20,17,Illinois,194
46309,2022-05-21,17,Illinois,162
46310,2022-09-14,36,New York,288
46311,2022-05-27,39,Ohio,155
46312,2022-11-20,12,Florida,194
46313,2022-05-14,53,Washington,99
46314,2022-04-29,55,Wisconsin,66
46315,2022-08-08,20,Kansas,42
46316,2022-11-09,47,Tennessee,46
46317,2022-12-08,05,Arkansas,31
46318,2022-07-15,36,New York,376
46319,2022-04-24,01,Alabama,24
46320,2022-08-31,40,Oklahoma,66
46321,2022-08-18,27,Minnesota,106
46322,2022-10-21,78,Virgin Islands,0
46323,2022-11-23,38,North Dakota,16
46324,2022-10-24,60,American Samoa,0
46325,2024-02-11,26,Michigan,77
46326,2022-11-13,05,Arkansas,27
46327,2022-06-28,10,Delaware,14
46328,2022-12-06,11,District of Columbia,26
46329,2022-06-21,11,District of Columbia,16
46330,2022-07-13,48,Texas,645
46331,2022-10-07,18,Indiana,42
46332,2022-08-08,41,Oregon,58
46333,2022-06-26,33,New Hampshire,8
46334,2022-11-07,33,New Hampshire,14
46335,2022-08-13,26,Michigan,115
46336,2022-11-26,24,Maryland,56
46337,2022-11-30,23,Maine,12
46338,2022-10-06,10,Delaware,19
46339,2022-11-12,30,Montana,16
46340,2022-06-01,39,Ohio,159
46341,2022-05-04,41,Oregon,42
46342,2022-08-31,27,Minnesota,76
46343,2022-05-30,22,Louisiana,61
46344,2022-04-21,41,Oregon,21
46345,2022-07-16,41,Oregon,64
46346,2022-08-19,27,Minnesota,80
46347,2022-04-30,13,Georgia,59
46348,2022-05-30,42,Pennsylvania,191
46349,2022-09-06,10,Delaware,20
46350,2022-07-13,32,Nevada,68
46351,2022-06-01,02,Alaska,14
46352,2022-11-16,28,Mississippi,11
46353,2022-06-30,53,Washington,107
46354,2022-11-21,40,Oklahoma,45
46355,2022-06-17,32,Nevada,47
46356,2022-12-03,54,West Virginia,23
46357,2022-11-11,12,Florida,251
46358,2022-05-15,34,New Jersey,96
46359,2022-09-14,35,New Mexico,13
46360,2022-05-01,11,District of Columbia,4
46361,2022-05-27,16,Idaho,17
46362,2022-10-30,13,Georgia,66
46363,2022-10-17,28,Mississippi,14
46364,2022-08-25,31,Nebraska,24
46365,2022-08-24,35,New Mexico,23
46366,2022-08-30,28,Mississippi,29
46367,2022-05-11,05,Arkansas,24
46368,2024-02-16,37,North Carolina,95
46369,2022-08-05,02,Alaska,11
46370,2022-09-28,01,Alabama,41
46371,2022-09-03,47,Tennessee,109
46372,2022-05-09,42,Pennsylvania,163
46373,2024-02-08,60,American Samoa,0
46374,2022-05-22,16,Idaho,9
46375,2022-12-06,24,Maryland,90
46376,2022-08-15,01,Alabama,112
46377,2022-10-25,06,California,299
46378,2022-05-21,38,North Dakota,10
46379,2022-06-24,41,Oregon,79
46380,2022-07-02,24,Maryland,67
46381,2022-11-04,47,Tennessee,51
46382,2022-09-18,41,Oregon,27
46383,2022-06-01,17,Illinois,195
46384,2022-05-07,50,Vermont,9
46385,2022-12-04,01,Alabama,51
46386,2022-05-03,49,Utah,18
46387,2022-09-22,18,Indiana,69
46388,2022-05-24,48,Texas,196
46389,2022-07-07,38,North Dakota,6
46390,2022-08-17,42,Pennsylvania,226
46391,2022-09-18,17,Illinois,158
46392,2024-02-16,48,Texas,262
46393,2022-06-01,55,Wisconsin,90
46394,2022-11-23,72,Puerto Rico,24
46395,2022-11-11,02,Alaska,3
46396,2022-05-11,25,Massachusetts,123
46397,2022-06-10,33,New Hampshire,13
46398,2024-02-13,53,Washington,46
46399,2022-11-02,54,West Virginia,27
46400,2022-06-09,55,Wisconsin,73
46401,2022-12-06,28,Mississippi,30
46402,2022-06-16,22,Louisiana,95
46403,2022-09-24,32,Nevada,17
46404,2022-07-27,53,Washington,79
46405,2022-08-24,08,Colorado,59
46406,2022-05-11,17,Illinois,185
46407,2022-09-15,72,Puerto Rico,20
46408,2024-02-07,18,Indiana,44
46409,2022-05-25,40,Oklahoma,23
46410,2022-10-31,46,South Dakota,11
46411,2022-10-21,18,Indiana,52
46412,2022-07-05,72,Puerto Rico,46
46413,2022-06-26,29,Missouri,76
46414,2022-11-13,32,Nevada,30
46415,2022-07-17,26,Michigan,124
46416,2022-06-18,42,Pennsylvania,138
46417,2022-05-12,05,Arkansas,23
46418,2022-07-21,12,Florida,848
46419,2022-08-28,04,Arizona,66
46420,2022-11-13,54,West Virginia,19
46421,2022-11-08,46,South Dakota,10
46422,2022-10-28,49,Utah,25
46423,2022-09-29,72,Puerto Rico,18
46424,2022-09-24,11,District of Columbia,10
46425,2022-11-24,55,Wisconsin,59
46426,2022-10-13,41,Oregon,35
46427,2022-09-20,55,Wisconsin,76
46428,2022-11-02,19,Iowa,44
46429,2022-10-03,13,Georgia,88
46430,2022-11-02,36,New York,381
46431,2022-11-06,10,Delaware,10
46432,2022-09-10,39,Ohio,209
46433,2022-08-04,37,North Carolina,185
46434,2022-08-13,01,Alabama,83
46435,2022-11-04,20,Kansas,20
46436,2022-08-29,15,Hawaii,28
46437,2022-05-22,45,South Carolina,40
46438,2022-06-08,50,Vermont,7
46439,2024-02-14,48,Texas,253
46440,2022-10-19,49,Utah,17
46441,2022-09-06,44,Rhode Island,7
46442,2022-10-27,24,Maryland,58
46443,2022-07-28,32,Nevada,51
46444,2022-06-21,28,Mississippi,54
46445,2022-06-08,27,Minnesota,74
46446,2022-06-24,08,Colorado,87
46447,2022-08-14,01,Alabama,116
46448,2022-07-09,30,Montana,19
46449,2022-09-20,34,New Jersey,147
46450,2022-07-29,36,New York,318
46451,2022-04-21,46,South Dakota,8
46452,2022-07-15,17,Illinois,236
46453,2022-10-15,48,Texas,146
46454,2022-10-25,48,Texas,173
46455,2022-11-21,06,California,513
46456,2022-09-04,29,Missouri,100
46457,2022-11-29,45,South Carolina,43
46458,2022-10-08,20,Kansas,19
46459,2022-08-12,33,New Hampshire,13
46460,2022-08-21,24,Maryland,81
46461,2022-06-15,24,Maryland,80
46462,2022-10-03,31,Nebraska,22
46463,2022-06-27,55,Wisconsin,68
46464,2022-07-06,51,Virginia,123
46465,2022-08-06,21,Kentucky,103
46466,2022-06-17,20,Kansas,36
46467,2022-09-15,45,South Carolina,61
46468,2022-06-13,33,New Hampshire,17
46469,2022-09-07,16,Idaho,20
46470,2022-09-03,37,North Carolina,138
46471,2022-12-11,34,New Jersey,172
46472,2022-05-13,10,Delaware,25
46473,2022-06-11,16,Idaho,8
46474,2022-08-02,20,Kansas,48
46475,2022-10-10,10,Delaware,11
46476,2022-07-13,05,Arkansas,80
46477,2022-07-24,78,Virgin Islands,1
46478,2022-06-20,51,Virginia,87
46479,2022-04-24,54,West Virginia,12
46480,2022-07-18,23,Maine,18
46481,2022-11-17,56,Wyoming,11
46482,2024-02-11,39,Ohio,63
46483,2022-12-13,08,Colorado,64
46484,2022-08-03,01,Alabama,120
46485,2022-12-13,11,District of Columbia,22
46486,2022-07-22,38,North Dakota,12
46487,2022-06-06,27,Minnesota,90
46488,2022-08-28,55,Wisconsin,75
46489,2022-08-23,12,Florida,620
46490,2022-05-19,56,Wyoming,4
46491,2022-11-20,06,California,453
46492,2022-12-11,16,Idaho,26
46493,2022-09-08,25,Massachusetts,98
46494,2022-10-18,38,North Dakota,7
46495,2022-07-24,15,Hawaii,25
46496,2022-09-23,15,Hawaii,13
46497,2022-10-27,08,Colorado,69
46498,2022-09-26,21,Kentucky,59
46499,2022-09-23,41,Oregon,43
46500,2022-11-12,51,Virginia,79
46501,2022-05-11,51,Virginia,74
46502,2024-02-16,19,Iowa,15
46503,2022-06-28,27,Minnesota,57
46504,2022-05-18,25,Massachusetts,129
46505,2022-10-21,56,Wyoming,5
46506,2022-12-09,23,Maine,7
46507,2022-05-04,55,Wisconsin,45
46508,2022-07-05,11,District of Columbia,17
46509,2022-11-15,12,Florida,199
46510,2024-02-09,41,Oregon,25
46511,2022-11-08,13,Georgia,75
46512,2022-06-10,10,Delaware,6
46513,2022-07-02,27,Minnesota,48
46514,2022-10-01,20,Kansas,22
46515,2022-08-14,21,Kentucky,97
46516,2022-08-10,18,Indiana,128
46517,2024-02-09,54,West Virginia,3
46518,2022-07-23,06,California,704
46519,2022-06-27,38,North Dakota,5
46520,2022-07-17,41,Oregon,50
46521,2022-09-19,44,Rhode Island,11
46522,2022-05-02,12,Florida,218
46523,2022-05-22,54,West Virginia,16
46524,2022-05-16,09,Connecticut,94
46525,2022-07-10,31,Nebraska,21
46526,2022-06-11,30,Montana,14
46527,2022-06-30,33,New Hampshire,13
46528,2022-06-19,12,Florida,573
46529,2022-12-13,22,Louisiana,3
46530,2022-11-28,25,Massachusetts,121
46531,2022-04-23,24,Maryland,24
46532,2022-05-01,36,New York,268
46533,2022-09-20,02,Alaska,5
46534,2022-05-24,37,North Carolina,114
46535,2022-06-17,38,North Dakota,9
46536,2022-08-06,42,Pennsylvania,211
46537,2022-10-15,53,Washington,38
46538,2022-04-30,08,Colorado,19
46539,2022-05-24,06,California,398
46540,2022-12-11,30,Montana,18
46541,2022-08-20,09,Connecticut,50
46542,2022-07-17,72,Puerto Rico,31
46543,2022-09-24,51,Virginia,67
46544,2022-07-08,35,New Mexico,29
46545,2022-07-26,19,Iowa,60
46546,2022-06-06,44,Rhode Island,6
46547,2022-08-25,36,New York,317
46548,2022-11-30,20,Kansas,62
46549,2024-02-06,60,American Samoa,0
46550,2022-07-28,19,Iowa,61
46551,2022-04-23,45,South Carolina,12
46552,2022-10-14,26,Michigan,118
46553,2022-12-09,40,Oklahoma,64
46554,2022-12-13,41,Oregon,60
46555,2024-02-06,01,Alabama,60
46556,2022-06-06,36,New York,296
46557,2022-09-01,25,Massachusetts,74
46558,2022-09-16,22,Louisiana,65
46559,2022-04-24,49,Utah,9
46560,2022-06-04,28,Mississippi,14
46561,2022-07-05,55,Wisconsin,85
46562,2022-06-15,56,Wyoming,6
46563,2022-08-16,20,Kansas,44
46564,2022-06-19,55,Wisconsin,76
46565,2022-05-16,47,Tennessee,51
46566,2022-10-27,41,Oregon,42
46567,2022-10-06,72,Puerto Rico,13
46568,2022-11-06,04,Arizona,88
46569,2022-11-20,35,New Mexico,31
46570,2022-07-26,53,Washington,106
46571,2022-06-23,39,Ohio,166
46572,2022-10-12,01,Alabama,35
46573,2022-11-14,60,American Samoa,0
46574,2022-10-03,37,North Carolina,105
46575,2022-08-16,05,Arkansas,68
46576,2022-10-04,35,New Mexico,17
46577,2022-10-10,44,Rhode Island,11
46578,2022-08-02,50,Vermont,7
46579,2022-08-03,13,Georgia,253
46580,2022-10-24,11,District of Columbia,16
46581,2022-08-26,18,Indiana,134
46582,2022-05-18,33,New Hampshire,23
46583,2022-09-12,23,Maine,14
46584,2022-09-22,50,Vermont,6
46585,2022-12-03,09,Connecticut,49
46586,2022-06-27,05,Arkansas,46
46587,2022-09-20,17,Illinois,180
46588,2022-10-05,72,Puerto Rico,23
46589,2022-07-20,46,South Dakota,16
46590,2022-06-07,45,South Carolina,59
46591,2022-07-03,33,New Hampshire,9
46592,2022-05-23,24,Maryland,83
46593,2024-02-07,24,Maryland,47
46594,2022-08-27,27,Minnesota,69
46595,2022-09-11,51,Virginia,101
46596,2022-07-30,15,Hawaii,19
46597,2022-07-20,12,Florida,865
46598,2022-08-15,72,Puerto Rico,21
46599,2022-08-21,49,Utah,21
46600,2022-09-24,19,Iowa,29
46601,2022-12-11,49,Utah,33
46602,2022-09-03,48,Texas,374
46603,2022-12-01,17,Illinois,229
46604,2022-08-25,19,Iowa,56
46605,2022-12-08,02,Alaska,5
46606,2022-10-17,09,Connecticut,62
46607,2022-05-05,41,Oregon,38
46608,2022-07-06,54,West Virginia,45
46609,2022-04-22,60,American Samoa,0
46610,2022-10-14,11,District of Columbia,10
46611,2022-09-26,33,New Hampshire,21
46612,2022-07-23,40,Oklahoma,77
46613,2022-12-14,48,Texas,406
46614,2022-08-04,21,Kentucky,115
46615,2022-05-04,22,Louisiana,21
46616,2022-08-31,06,California,514
46617,2022-10-07,45,South Carolina,43
46618,2022-10-01,50,Vermont,9
46619,2022-07-13,26,Michigan,129
46620,2022-06-22,38,North Dakota,10
46621,2022-06-18,15,Hawaii,29
46622,2022-10-07,54,West Virginia,18
46623,2022-05-16,42,Pennsylvania,202
46624,2022-12-06,72,Puerto Rico,32
46625,2022-08-16,72,Puerto Rico,41
46626,2022-08-30,22,Louisiana,119
46627,2022-04-21,11,District of Columbia,9
46628,2022-05-31,17,Illinois,218
46629,2022-06-29,06,California,628
46630,2022-09-22,36,New York,294
46631,2022-07-03,49,Utah,36
46632,2024-02-12,48,Texas,277
46633,2022-08-24,34,New Jersey,183
46634,2022-05-14,35,New Mexico,11
46635,2022-08-29,11,District of Columbia,13
46636,2022-08-17,27,Minnesota,95
46637,2022-06-12,15,Hawaii,28
46638,2022-10-21,08,Colorado,55
46639,2022-04-26,19,Iowa,21
46640,2022-11-19,54,West Virginia,16
46641,2022-06-29,37,North Carolina,141
46642,2022-09-20,40,Oklahoma,46
46643,2022-08-02,04,Arizona,96
46644,2022-07-20,02,Alaska,16
46645,2022-09-24,22,Louisiana,53
46646,2022-07-27,36,New York,371
46647,2022-05-24,26,Michigan,161
46648,2024-02-13,72,Puerto Rico,25
46649,2022-10-28,16,Idaho,11
46650,2022-12-11,17,Illinois,223
46651,2022-06-18,16,Idaho,25
46652,2022-10-12,23,Maine,17
46653,2022-07-30,05,Arkansas,47
46654,2022-10-31,37,North Carolina,90
46655,2022-09-23,56,Wyoming,4
46656,2022-05-26,12,Florida,465
46657,2022-09-05,37,North Carolina,136
46658,2022-11-14,42,Pennsylvania,156
46659,2022-08-14,41,Oregon,38
46660,2022-05-07,16,Idaho,6
46661,2022-09-12,50,Vermont,8
46662,2022-05-27,49,Utah,30
46663,2022-12-07,29,Missouri,126
46664,2022-11-30,06,California,757
46665,2024-02-08,36,New York,215
46666,2022-09-01,12,Florida,504
46667,2022-09-08,33,New Hampshire,18
46668,2022-07-04,35,New Mexico,31
46669,2022-10-13,26,Michigan,159
46670,2022-10-16,02,Alaska,2
46671,2022-11-02,25,Massachusetts,122
46672,2022-12-03,36,New York,363
46673,2022-05-09,09,Connecticut,48
46674,2022-07-10,48,Texas,570
46675,2022-05-30,04,Arizona,77
46676,2022-12-03,21,Kentucky,51
46677,2022-10-09,02,Alaska,5
46678,2022-08-22,15,Hawaii,30
46679,2022-09-16,11,District of Columbia,13
46680,2022-07-15,40,Oklahoma,61
46681,2022-05-24,21,Kentucky,66
46682,2022-07-30,44,Rhode Island,12
46683,2022-07-26,29,Missouri,142
46684,2022-08-30,05,Arkansas,52
46685,2022-07-21,04,Arizona,144
46686,2022-06-19,35,New Mexico,30
46687,2022-08-30,27,Minnesota,86
46688,2022-05-05,16,Idaho,5
46689,2022-09-30,22,Louisiana,60
46690,2022-09-28,16,Idaho,17
46691,2022-07-24,17,Illinois,207
46692,2022-08-03,11,District of Columbia,23
46693,2022-10-13,54,West Virginia,27
46694,2022-07-08,42,Pennsylvania,172
46695,2022-08-21,54,West Virginia,41
46696,2022-11-29,40,Oklahoma,58
46697,2022-06-23,53,Washington,122
46698,2022-07-19,55,Wisconsin,113
46699,2022-12-04,53,Washington,39
46700,2022-06-11,54,West Virginia,30
46701,2022-10-01,34,New Jersey,137
46702,2022-11-27,16,Idaho,26
46703,2022-07-22,33,New Hampshire,19
46704,2022-11-26,33,New Hampshire,15
46705,2022-04-28,50,Vermont,17
46706,2022-10-12,19,Iowa,25
46707,2022-09-12,04,Arizona,51
46708,2022-06-01,28,Mississippi,25
46709,2022-06-04,33,New Hampshire,13
46710,2022-10-16,38,North Dakota,6
46711,2022-05-12,49,Utah,25
46712,2022-06-09,33,New Hampshire,14
46713,2022-10-06,46,South Dakota,13
46714,2022-12-11,45,South Carolina,53
46715,2022-10-09,13,Georgia,63
46716,2022-09-19,49,Utah,18
46717,2022-11-10,29,Missouri,71
46718,2022-09-04,31,Nebraska,18
46719,2022-08-01,29,Missouri,134
46720,2022-06-16,54,West Virginia,37
46721,2022-05-17,31,Nebraska,12
46722,2022-07-24,25,Massachusetts,82
46723,2022-07-26,04,Arizona,115
46724,2022-09-25,50,Vermont,5
46725,2022-09-26,31,Nebraska,25
46726,2022-05-06,26,Michigan,133
46727,2022-08-26,24,Maryland,74
46728,2022-07-19,04,Arizona,126
46729,2022-10-18,25,Massachusetts,146
46730,2022-07-20,37,North Carolina,152
46731,2022-10-24,01,Alabama,42
46732,2022-12-06,22,Louisiana,77
46733,2022-06-08,18,Indiana,71
46734,2022-08-16,18,Indiana,140
46735,2022-04-27,40,Oklahoma,13
46736,2022-10-20,37,North Carolina,75
46737,2022-07-02,30,Montana,32
46738,2022-05-13,55,Wisconsin,88
46739,2022-11-25,10,Delaware,15
46740,2022-12-01,25,Massachusetts,111
46741,2024-02-14,16,Idaho,4
46742,2022-06-07,02,Alaska,8
46743,2022-10-14,56,Wyoming,6
46744,2022-05-16,16,Idaho,12
46745,2022-06-30,25,Massachusetts,90
46746,2022-08-16,44,Rhode Island,14
46747,2022-10-05,18,Indiana,58
46748,2022-04-23,28,Mississippi,3
46749,2022-06-29,21,Kentucky,75
46750,2022-05-18,13,Georgia,74
46751,2022-11-08,02,Alaska,3
46752,2022-12-07,54,West Virginia,26
46753,2022-07-14,29,Missouri,127
46754,2022-10-08,49,Utah,14
46755,2022-10-15,23,Maine,21
46756,2022-05-16,36,New York,455
46757,2024-02-07,26,Michigan,106
46758,2022-11-06,27,Minnesota,55
46759,2022-08-08,34,New Jersey,192
46760,2022-10-02,13,Georgia,81
46761,2022-10-22,29,Missouri,67
46762,2022-05-18,24,Maryland,71
46763,2022-10-21,53,Washington,43
46764,2022-05-22,10,Delaware,15
46765,2022-07-26,56,Wyoming,9
46766,2022-07-05,45,South Carolina,75
46767,2022-05-14,41,Oregon,34
46768,2022-08-09,72,Puerto Rico,32
46769,2022-09-04,78,Virgin Islands,1
46770,2024-02-07,56,Wyoming,4
46771,2022-11-03,42,Pennsylvania,190
46772,2022-10-10,23,Maine,14
46773,2022-11-30,04,Arizona,171
46774,2022-08-07,24,Maryland,97
46775,2022-11-09,23,Maine,11
46776,2022-06-28,47,Tennessee,100
46777,2022-12-14,53,Washington,65
46778,2022-05-26,28,Mississippi,9
46779,2022-09-26,48,Texas,268
46780,2022-11-14,26,Michigan,131
46781,2022-11-11,31,Nebraska,17
46782,2022-05-09,41,Oregon,29
46783,2022-09-03,11,District of Columbia,14
46784,2022-09-22,72,Puerto Rico,22
46785,2022-05-19,24,Maryland,91
46786,2022-11-18,19,Iowa,28
46787,2024-02-15,33,New Hampshire,16
46788,2022-09-29,01,Alabama,46
46789,2022-10-15,46,South Dakota,7
46790,2024-02-14,50,Vermont,6
46791,2022-05-02,72,Puerto Rico,33
46792,2022-12-13,21,Kentucky,82
46793,2022-07-28,22,Louisiana,132
46794,2022-06-02,48,Texas,262
46795,2022-08-09,55,Wisconsin,121
46796,2022-08-15,04,Arizona,93
46797,2022-10-04,06,California,300
46798,2022-09-05,26,Michigan,137
46799,2022-10-23,13,Georgia,73
46800,2024-02-12,31,Nebraska,12
46801,2022-08-23,32,Nevada,34
46802,2024-02-16,08,Colorado,30
46803,2022-07-02,21,Kentucky,64
46804,2022-10-15,37,North Carolina,66
46805,2022-08-07,13,Georgia,181
46806,2022-10-23,10,Delaware,9
46807,2022-08-19,23,Maine,16
46808,2022-06-08,23,Maine,12
46809,2022-11-28,09,Connecticut,93
46810,2022-10-10,40,Oklahoma,26
46811,2022-11-23,22,Louisiana,67
46812,2022-07-12,09,Connecticut,65
46813,2022-10-28,17,Illinois,165
46814,2022-09-11,20,Kansas,28
46815,2022-08-28,72,Puerto Rico,25
46816,2022-07-04,72,Puerto Rico,17
46817,2022-07-24,45,South Carolina,94
46818,2022-06-19,21,Kentucky,71
46819,2022-10-08,22,Louisiana,33
46820,2022-10-26,42,Pennsylvania,195
46821,2022-09-28,38,North Dakota,9
46822,2022-05-13,35,New Mexico,11
46823,2022-08-02,29,Missouri,125
46824,2022-10-22,17,Illinois,153
46825,2022-06-17,44,Rhode Island,7
46826,2022-06-06,78,Virgin Islands,2
46827,2022-07-11,11,District of Columbia,23
46828,2022-05-08,56,Wyoming,3
46829,2022-07-10,25,Massachusetts,89
46830,2022-11-03,05,Arkansas,19
46831,2022-05-25,38,North Dakota,4
46832,2022-07-08,23,Maine,9
46833,2022-11-30,47,Tennessee,66
46834,2022-10-20,42,Pennsylvania,181
46835,2022-06-12,32,Nevada,61
46836,2022-09-11,22,Louisiana,62
46837,2022-05-07,36,New York,410
46838,2022-05-11,19,Iowa,32
46839,2022-05-05,27,Minnesota,55
46840,2022-04-30,35,New Mexico,5
46841,2022-09-25,20,Kansas,25
46842,2022-07-28,10,Delaware,28
46843,2022-11-14,37,North Carolina,64
46844,2022-04-30,20,Kansas,12
46845,2022-08-05,30,Montana,23
46846,2022-08-04,32,Nevada,35
46847,2024-02-09,45,South Carolina,66
46848,2022-09-10,22,Louisiana,72
46849,2022-05-01,01,Alabama,13
46850,2022-10-11,47,Tennessee,51
46851,2022-06-20,19,Iowa,40
46852,2022-10-29,35,New Mexico,24
46853,2022-05-09,13,Georgia,48
46854,2024-02-12,17,Illinois,114
46855,2022-05-07,31,Nebraska,4
46856,2022-10-31,48,Texas,156
46857,2022-10-18,39,Ohio,174
46858,2022-05-17,48,Texas,144
46859,2022-06-27,06,California,617
46860,2022-12-09,47,Tennessee,82
46861,2022-07-16,19,Iowa,43
46862,2022-08-26,13,Georgia,251
46863,2022-06-03,34,New Jersey,161
46864,2022-05-20,23,Maine,26
46865,2022-05-03,24,Maryland,44
46866,2022-08-02,17,Illinois,229
46867,2022-08-14,24,Maryland,93
46868,2022-07-06,48,Texas,720
46869,2022-11-12,54,West Virginia,16
46870,2022-05-09,08,Colorado,35
46871,2022-05-02,32,Nevada,25
46872,2022-06-30,36,New York,312
46873,2022-07-23,60,American Samoa,2
46874,2022-07-29,18,Indiana,113
46875,2022-11-13,08,Colorado,79
46876,2024-02-06,28,Mississippi,33
46877,2022-10-06,41,Oregon,32
46878,2024-02-10,04,Arizona,54
46879,2022-10-18,33,New Hampshire,26
46880,2022-10-05,08,Colorado,42
46881,2022-11-08,19,Iowa,30
46882,2022-08-26,37,North Carolina,136
46883,2022-06-17,16,Idaho,17
46884,2022-10-02,33,New Hampshire,15
46885,2022-06-28,18,Indiana,105
46886,2022-09-14,72,Puerto Rico,48
46887,2022-10-14,20,Kansas,33
46888,2022-09-18,09,Connecticut,61
46889,2022-08-08,46,South Dakota,23
46890,2022-09-01,42,Pennsylvania,188
46891,2022-07-04,36,New York,307
46892,2024-02-14,24,Maryland,39
46893,2022-10-14,02,Alaska,1
46894,2022-10-25,05,Arkansas,22
46895,2022-11-07,49,Utah,35
46896,2022-10-28,04,Arizona,59
46897,2022-10-27,04,Arizona,50
46898,2022-04-26,44,Rhode Island,7
46899,2022-06-22,50,Vermont,3
46900,2022-11-18,15,Hawaii,13
46901,2022-10-14,08,Colorado,27
46902,2022-09-16,26,Michigan,165
46903,2022-09-29,49,Utah,23
46904,2022-05-30,48,Texas,211
46905,2022-08-26,53,Washington,73
46906,2022-06-06,46,South Dakota,11
46907,2022-07-02,15,Hawaii,27
46908,2022-07-15,45,South Carolina,79
46909,2022-07-17,54,West Virginia,42
46910,2022-11-30,17,Illinois,256
46911,2022-06-20,01,Alabama,76
46912,2022-05-08,10,Delaware,17
46913,2022-07-06,21,Kentucky,99
46914,2022-08-28,30,Montana,18
46915,2024-02-13,45,South Carolina,57
46916,2022-08-21,51,Virginia,121
46917,2022-05-22,37,North Carolina,94
46918,2022-11-28,42,Pennsylvania,196
46919,2022-06-17,30,Montana,26
46920,2022-11-29,47,Tennessee,74
46921,2022-12-03,13,Georgia,99
46922,2022-09-01,27,Minnesota,80
46923,2022-06-25,36,New York,241
46924,2022-05-30,39,Ohio,124
46925,2022-12-01,40,Oklahoma,55
46926,2022-05-02,11,District of Columbia,12
46927,2022-06-10,31,Nebraska,23
46928,2022-09-30,12,Florida,254
46929,2022-04-21,08,Colorado,25
46930,2022-09-18,42,Pennsylvania,169
46931,2024-02-11,28,Mississippi,14
46932,2022-07-18,10,Delaware,26
46933,2024-02-16,35,New Mexico,6
46934,2022-07-06,33,New Hampshire,17
46935,2022-09-22,13,Georgia,109
46936,2024-02-16,13,Georgia,124
46937,2022-05-09,56,Wyoming,3
46938,2022-06-07,12,Florida,596
46939,2022-08-06,50,Vermont,4
46940,2024-02-08,25,Massachusetts,75
46941,2022-12-03,19,Iowa,36
46942,2022-04-29,78,Virgin Islands,0
